sample_id,label,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
0,0,0.19355915486812592,0.5622856020927429,0.2746449112892151,0.5647670030593872,0.3636808693408966,0.5317962765693665,0.4378843307495117,0.515932023525238,0.4998532831668854,0.5017339587211609,0.2941211462020874,0.4769115746021271,0.32625284790992737,0.37094998359680176,0.3427923023700714,0.3048514127731323,0.3590744435787201,0.24394544959068298,0.24147666990756989,0.4511932134628296,0.25543269515037537,0.34202104806900024,0.2724320888519287,0.27243220806121826,0.2896836996078491,0.2094343602657318,0.1959628313779831,0.4451233446598053,0.1895250380039215,0.3575998842716217,0.1897526979446411,0.3033932149410248,0.19334352016448975,0.2598695755004883,0.16296541690826416,0.4582233428955078,0.1515761762857437,0.38851767778396606,0.14058342576026917,0.34737491607666016,0.1332387775182724,0.3107915222644806
1,0,0.2425927221775055,0.424058735370636,0.307186096906662,0.3896782398223877,0.36534520983695984,0.3467733561992645,0.42579185962677,0.324878454208374,0.48252028226852417,0.30953311920166016,0.2946425676345825,0.2011130154132843,0.31218624114990234,0.09252358227968216,0.3271225094795227,0.023017793893814087,0.340337872505188,-0.039165616035461426,0.2432025521993637,0.194661945104599,0.24105340242385864,0.07575245946645737,0.2426682561635971,-0.001614585518836975,0.24252286553382874,-0.07149523496627808,0.19631610810756683,0.221498042345047,0.172676220536232,0.11135917901992798,0.1607525795698166,0.03592905402183533,0.1531383991241455,-0.03318239748477936,0.15619346499443054,0.27490469813346863,0.10300731658935547,0.21093204617500305,0.06940673291683197,0.16704033315181732,0.042796939611434937,0.12081287056207657
2,0,0.1981196403503418,0.4904625415802002,0.26682087779045105,0.4531136453151703,0.3245426118373871,0.4017794132232666,0.386773943901062,0.37420889735221863,0.4475046992301941,0.35473358631134033,0.2470296323299408,0.2458205670118332,0.2710740566253662,0.12490196526050568,0.2879302501678467,0.04533754289150238,0.30329984426498413,-0.028759032487869263,0.19124147295951843,0.24326232075691223,0.18887396156787872,0.1196594387292862,0.19065773487091064,0.03546874225139618,0.19173206388950348,-0.044383704662323,0.14154818654060364,0.2751995921134949,0.12247922271490097,0.16329056024551392,0.11156228929758072,0.08232660591602325,0.10367114096879959,0.0036707818508148193,0.09985362738370895,0.333476185798645,0.04828272759914398,0.26939713954925537,0.014040499925613403,0.2281031757593155,-0.015653997659683228,0.18344050645828247
3,0,0.18512395024299622,0.6668745279312134,0.2512669861316681,0.6316221356391907,0.3070199489593506,0.5744390487670898,0.3589131236076355,0.5346074104309082,0.4096599221229553,0.5083180665969849,0.23241646587848663,0.439683735370636,0.2483929842710495,0.3308170437812805,0.2607065737247467,0.26070913672447205,0.27059856057167053,0.19452574849128723,0.18021246790885925,0.4398360252380371,0.17684078216552734,0.3226959705352783,0.1775873601436615,0.24465355277061462,0.177105113863945,0.1714959442615509,0.13239538669586182,0.4698118567466736,0.113755002617836,0.36439502239227295,0.10503355413675308,0.29108312726020813,0.09941992908716202,0.22109749913215637,0.09023305773735046,0.522196888923645,0.04669627547264099,0.45316174626350403,0.020050615072250366,0.4059644341468811,-0.0018125176429748535,0.35510390996932983
4,0,0.3184976577758789,0.6946281790733337,0.3872033953666687,0.6571074724197388,0.4427493214607239,0.600239634513855,0.49746859073638916,0.5628334283828735,0.5475624203681946,0.5413267016410828,0.3786662817001343,0.48276209831237793,0.39728397130966187,0.38011759519577026,0.4130370616912842,0.31652212142944336,0.4308911859989166,0.25682273507118225,0.3317527174949646,0.4837942123413086,0.3288269340991974,0.3759598731994629,0.3347284495830536,0.3020471930503845,0.3405928611755371,0.23341956734657288,0.28847888112068176,0.5159974694252014,0.2695443034172058,0.4196626543998718,0.2654990553855896,0.35423600673675537,0.26558101177215576,0.2897496819496155,0.25278186798095703,0.56992506980896,0.21003121137619019,0.5131949782371521,0.18275615572929382,0.4786751866340637,0.1591958999633789,0.4408821165561676
5,0,0.45242446660995483,0.6786492466926575,0.5248552560806274,0.6449041366577148,0.583314061164856,0.5892207026481628,0.6420454978942871,0.5541030764579773,0.694905698299408,0.5297293663024902,0.5300462245941162,0.4684330224990845,0.5554887652397156,0.3631063997745514,0.5785701274871826,0.29827365279197693,0.6035407185554504,0.24183008074760437,0.48803773522377014,0.46944722533226013,0.4975415766239166,0.35849279165267944,0.5142216682434082,0.2839851975440979,0.5317031741142273,0.21697905659675598,0.4457338750362396,0.5047615766525269,0.4387432038784027,0.4049716293811798,0.4463760256767273,0.33527305722236633,0.4609960913658142,0.2696298360824585,0.4087291359901428,0.5644515752792358,0.37098419666290283,0.5087597966194153,0.35665902495384216,0.4678463339805603,0.35105863213539124,0.4243781864643097
6,0,0.5841710567474365,0.6527104377746582,0.655639111995697,0.6145622730255127,0.7133357524871826,0.5458477139472961,0.769463062286377,0.5008342862129211,0.8177015781402588,0.4691827893257141,0.6661981344223022,0.4194636940956116,0.6970715522766113,0.31561771035194397,0.7198400497436523,0.25010719895362854,0.7421036958694458,0.19046494364738464,0.6269274950027466,0.4182665944099426,0.6423645615577698,0.30528804659843445,0.6586381793022156,0.22941723465919495,0.6731992959976196,0.15895506739616394,0.5873708724975586,0.4442909061908722,0.5948136448860168,0.3440015912055969,0.6093352437019348,0.2737656831741333,0.6241427063941956,0.2066456526517868,0.5490055084228516,0.4902810752391815,0.5377419590950012,0.4138166606426239,0.5394991040229797,0.35881686210632324,0.5444765686988831,0.30501383543014526
7,0,0.5595027804374695,0.5822215676307678,0.609310507774353,0.5456609129905701,0.6526437401771545,0.4972463548183441,0.6931819915771484,0.4665721356868744,0.7283278703689575,0.44541385769844055,0.6080938577651978,0.39684224128723145,0.626829206943512,0.3209134340286255,0.6410908699035645,0.2750414311885834,0.655321478843689,0.23268328607082367,0.5749985575675964,0.3961927592754364,0.5809462070465088,0.3147326111793518,0.5883522033691406,0.26284414529800415,0.5961776971817017,0.2142186462879181,0.543889582157135,0.41586214303970337,0.5433692932128906,0.34356850385665894,0.5471538305282593,0.2963084578514099,0.5532553195953369,0.25081127882003784,0.5143867135047913,0.4507450759410858,0.501253604888916,0.3977286219596863,0.498191773891449,0.3610748052597046,0.4991130828857422,0.32342982292175293
8,0,0.6317470669746399,0.4919980764389038,0.6711070537567139,0.45897939801216125,0.7021625638008118,0.4165652096271515,0.7308237552642822,0.38731712102890015,0.7563260197639465,0.3654361963272095,0.6688736081123352,0.34118956327438354,0.6841808557510376,0.27804356813430786,0.6946117877960205,0.24074400961399078,0.705115020275116,0.20878849923610687,0.6470319032669067,0.34103697538375854,0.6541153192520142,0.2729930281639099,0.6614542603492737,0.2309153825044632,0.668857216835022,0.19461606442928314,0.6265634298324585,0.35470688343048096,0.6267839670181274,0.2932782471179962,0.6324324607849121,0.2555033266544342,0.6403569579124451,0.22261208295822144,0.6065504550933838,0.38039183616638184,0.5953123569488525,0.33708009123802185,0.5964471101760864,0.30747291445732117,0.6016278862953186,0.2802673578262329
9,0,0.7209458947181702,0.4993630051612854,0.7670537233352661,0.46960827708244324,0.8001299500465393,0.4303611218929291,0.8271756172180176,0.4012936055660248,0.8497903347015381,0.38128331303596497,0.7669617533683777,0.36050304770469666,0.776921272277832,0.2978799343109131,0.7889118790626526,0.26176732778549194,0.800602912902832,0.23047423362731934,0.7476810812950134,0.35614344477653503,0.746820330619812,0.2884286344051361,0.7533012628555298,0.24896422028541565,0.7601368427276611,0.21541433036327362,0.7296464443206787,0.36308401823043823,0.7272615432739258,0.3050609230995178,0.7317351698875427,0.2690045237541199,0.7364093661308289,0.24055352807044983,0.7129597663879395,0.3816836178302765,0.7064011693000793,0.336043119430542,0.7058635354042053,0.31141191720962524,0.7070035934448242,0.2901112139225006
10,0,0.29095640778541565,0.48884499073028564,0.32241353392601013,0.46011608839035034,0.35149431228637695,0.42276155948638916,0.37381473183631897,0.3946192264556885,0.39404940605163574,0.37236300110816956,0.31228724122047424,0.34612056612968445,0.31938961148262024,0.288089394569397,0.32447996735572815,0.2522719204425812,0.328651487827301,0.22121909260749817,0.2853066921234131,0.347274512052536,0.2855466306209564,0.28294914960861206,0.2861749529838562,0.24217641353607178,0.2862575352191925,0.20711743831634521,0.2615475654602051,0.36127856373786926,0.25620803236961365,0.3036418557167053,0.2541009783744812,0.2655409276485443,0.2535783052444458,0.2314915955066681,0.23948678374290466,0.38658463954925537,0.22816789150238037,0.34514984488487244,0.2227107286453247,0.31696364283561707,0.21982598304748535,0.2881194055080414
11,0,0.07251623272895813,0.49189192056655884,0.1068844124674797,0.466805636882782,0.13342218101024628,0.429233193397522,0.15340566635131836,0.3972325026988983,0.16872692108154297,0.37012121081352234,0.09086477756500244,0.35020267963409424,0.09567999839782715,0.2915801703929901,0.0969262570142746,0.255077064037323,0.09717471152544022,0.22341011464595795,0.06460551917552948,0.34841158986091614,0.06070682778954506,0.28451967239379883,0.05792444199323654,0.24287079274654388,0.055314574390649796,0.20816411077976227,0.04190066084265709,0.3594025671482086,0.033778950572013855,0.3023284375667572,0.029150739312171936,0.26451748609542847,0.025893032550811768,0.2322094887495041,0.021123267710208893,0.38068971037864685,0.008423998951911926,0.33636900782585144,0.0010326728224754333,0.3074200451374054,-0.004266016185283661,0.2809699773788452
12,0,0.03868388012051582,0.49142223596572876,0.0707852765917778,0.47507667541503906,0.09709692001342773,0.4392758905887604,0.11797191202640533,0.4039483070373535,0.1357964277267456,0.3739131987094879,0.05806737393140793,0.35123035311698914,0.06289612501859665,0.29380443692207336,0.06287025660276413,0.2567956745624542,0.06206902116537094,0.223917618393898,0.030708573758602142,0.3474805951118469,0.025431666523218155,0.28568899631500244,0.021119054406881332,0.24437780678272247,0.01717246323823929,0.20940057933330536,0.008216354995965958,0.3581738770008087,-0.0002851709723472595,0.30234494805336,-0.004815082997083664,0.26539909839630127,-0.00858454778790474,0.23319000005722046,-0.010378334671258926,0.3790960907936096,-0.024075310677289963,0.3387781083583832,-0.032024990767240524,0.3125442564487457,-0.03766452893614769,0.28875282406806946
13,0,0.08925312012434006,0.48423951864242554,0.12358184903860092,0.4656915068626404,0.15150977671146393,0.4341106712818146,0.1728568971157074,0.40589916706085205,0.1884986162185669,0.3795652985572815,0.1124037355184555,0.34927669167518616,0.1206897646188736,0.29165929555892944,0.12348701059818268,0.2558693587779999,0.12423214316368103,0.2248321771621704,0.08658932894468307,0.34551143646240234,0.08783592283725739,0.2812243402004242,0.08807040005922318,0.2401137351989746,0.08704822510480881,0.20711322128772736,0.06389220058917999,0.3541250228881836,0.0599263571202755,0.2942437529563904,0.05845567211508751,0.25713375210762024,0.05718616023659706,0.22682441771030426,0.043331146240234375,0.3725544214248657,0.031730733811855316,0.32843130826950073,0.024731092154979706,0.2989574670791626,0.019182659685611725,0.27206969261169434
14,0,0.15480771660804749,0.4646718502044678,0.18978919088840485,0.4453904926776886,0.21959218382835388,0.41176414489746094,0.24164074659347534,0.38194239139556885,0.2573401927947998,0.35607779026031494,0.18063417077064514,0.32503849267959595,0.18894560635089874,0.26866695284843445,0.19167928397655487,0.2347114533185959,0.19269369542598724,0.2040724754333496,0.154318705201149,0.3209487199783325,0.1559891551733017,0.2578533887863159,0.1561063677072525,0.21850430965423584,0.15499399602413177,0.18565383553504944,0.13126353919506073,0.330674409866333,0.12747779488563538,0.27272093296051025,0.12532225251197815,0.2363554835319519,0.12330426275730133,0.2059638351202011,0.11012475192546844,0.3511762022972107,0.09970278292894363,0.3078388571739197,0.09254381060600281,0.2790682911872864,0.08670199662446976,0.25227615237236023
